student_id,exercise_is_correct_ratio,exercise_completion_velocity,practice_problems_solved,quiz_score,avg_exercise_attempts,avg_exercise_execution_time_ms,predicted_pass_probability,risk_level
2615,0.39,511.4,75,24.4,4.2,7133,0.882,LOW
2616,0.96,402.4,15,74.2,3.3,5363,0.988,LOW
2617,0.56,543.3,53,45.9,1.1,4342,0.972,LOW
2618,0.43,504.0,16,79.6,8.0,3090,0.785,LOW
2619,0.05,408.7,67,90.8,5.1,9676,0.479,MEDIUM
2620,0.54,611.8,1,45.0,5.9,2487,0.873,LOW
2621,0.58,114.1,63,34.9,6.4,3757,0.611,MEDIUM
2622,0.71,415.8,61,72.6,3.8,1807,0.985,LOW
2623,0.41,373.7,78,73.2,8.0,6717,0.86,LOW
2624,0.27,450.7,10,24.3,3.3,6518,0.298,HIGH
2625,0.05,457.7,65,93.3,2.7,2191,0.68,MEDIUM
2626,0.29,574.4,79,51.6,2.1,1804,0.944,LOW
2627,1.0,279.2,85,89.2,9.9,6366,0.995,LOW
2628,0.51,294.2,24,17.5,6.7,4210,0.422,MEDIUM
2629,0.23,157.5,39,1.6,2.7,904,0.092,HIGH
2630,0.32,204.5,33,23.2,3.9,7826,0.173,HIGH
2631,0.34,413.8,33,50.6,2.8,4499,0.657,MEDIUM
2632,0.07,399.3,45,69.7,8.5,3758,0.244,HIGH
2633,0.88,420.6,36,74.0,9.5,3796,0.982,LOW
2634,0.09,238.1,35,59.9,3.4,2388,0.134,HIGH
2635,0.14,461.0,89,75.5,1.1,2249,0.871,LOW
2636,0.1,65.5,39,74.0,4.0,643,0.076,HIGH
2637,0.23,245.5,75,4.1,5.7,2986,0.246,HIGH
2638,0.69,336.4,21,75.5,1.7,5466,0.932,LOW
2639,0.06,281.2,9,84.7,6.5,585,0.089,HIGH
2640,0.82,482.5,53,64.7,1.5,8147,0.993,LOW
2641,0.24,130.4,98,9.6,4.6,2405,0.298,HIGH
2642,0.39,184.8,50,41.1,6.5,7119,0.327,HIGH
2643,0.97,223.6,71,96.1,2.6,576,0.996,LOW
2644,0.12,409.0,19,78.7,8.0,5693,0.206,HIGH
2645,0.02,300.0,62,88.9,7.7,6286,0.214,HIGH
2646,0.08,192.5,80,36.4,8.3,9749,0.097,HIGH
2647,0.4,351.5,76,13.3,5.7,9387,0.656,MEDIUM
2648,0.31,91.5,24,9.3,3.4,9463,0.052,HIGH
2649,0.48,228.9,1,97.4,7.3,9085,0.396,HIGH
2650,0.21,424.2,55,11.3,7.2,4724,0.321,HIGH
2651,0.75,394.0,84,75.4,9.0,3944,0.988,LOW
2652,0.83,554.5,99,23.3,5.3,7122,0.997,LOW
2653,0.56,597.1,68,47.2,3.2,4004,0.984,LOW
2654,0.46,265.9,90,46.4,7.1,933,0.839,LOW
2655,0.02,404.7,49,61.2,3.3,6555,0.27,HIGH
2656,0.35,157.1,92,49.3,2.7,7088,0.642,MEDIUM
2657,0.48,561.1,31,79.3,2.4,5846,0.95,LOW
2658,0.15,55.2,30,58.5,7.2,5307,0.034,HIGH
2659,0.63,406.7,22,73.8,4.8,8396,0.897,LOW
2660,0.29,417.4,95,34.9,9.1,8272,0.713,LOW
2661,0.04,255.7,8,36.0,7.9,6779,0.018,HIGH
2662,0.68,444.3,31,94.6,5.9,3231,0.969,LOW
2663,0.99,437.8,20,14.6,2.9,4475,0.982,LOW
2664,0.18,100.0,27,61.6,5.1,3204,0.069,HIGH
2665,0.04,332.7,7,36.4,6.8,8113,0.031,HIGH
2666,0.24,516.5,74,87.1,1.4,7174,0.924,LOW
2667,0.38,230.2,62,15.2,6.9,3911,0.369,HIGH
2668,0.64,456.1,7,16.1,6.6,3165,0.754,LOW
2669,0.3,338.4,55,32.5,1.7,1253,0.603,MEDIUM
2670,0.15,210.5,87,82.2,6.0,3855,0.469,MEDIUM
2671,0.81,226.0,40,21.1,10.0,6831,0.778,LOW
2672,0.03,207.5,17,52.8,9.8,4095,0.02,HIGH
2673,0.2,492.3,11,38.4,6.7,783,0.294,HIGH
2674,0.74,350.1,77,19.8,9.1,952,0.948,LOW
2675,0.28,201.3,52,83.9,5.8,5744,0.41,MEDIUM
2676,0.34,614.5,42,43.5,8.6,8710,0.765,LOW
2677,0.56,337.4,52,85.8,9.1,523,0.899,LOW
2678,0.37,555.1,35,83.2,3.8,1799,0.912,LOW
2679,0.06,559.5,19,45.7,4.9,4051,0.28,HIGH
2680,0.69,532.3,67,0.1,2.1,4217,0.978,LOW
2681,0.16,529.7,47,61.9,7.0,2050,0.609,MEDIUM
2682,0.68,105.8,96,61.2,7.0,4384,0.915,LOW
2683,0.66,513.5,18,6.8,1.4,6851,0.896,LOW
2684,0.0,391.4,91,86.4,3.5,7178,0.596,MEDIUM
2685,0.84,621.9,13,23.1,3.3,7140,0.982,LOW
2686,0.07,426.9,84,46.4,8.1,3868,0.438,MEDIUM
2687,0.49,106.8,48,69.3,8.1,9418,0.402,MEDIUM
2688,0.18,241.8,0,65.0,3.5,1110,0.109,HIGH
2689,0.47,160.2,14,43.4,2.5,2033,0.345,HIGH
2690,0.09,392.4,78,38.0,8.3,7315,0.297,HIGH
2691,0.7,183.3,96,69.0,4.1,1657,0.972,LOW
2692,0.12,87.7,24,27.3,1.8,2824,0.032,HIGH
2693,0.14,226.9,94,58.0,4.6,7275,0.417,MEDIUM
2694,0.03,185.8,41,1.3,6.3,6622,0.018,HIGH
2695,0.04,154.2,15,28.2,9.5,4371,0.01,HIGH
2696,0.03,423.3,85,35.5,7.5,8123,0.308,HIGH
2697,0.42,382.7,38,66.7,8.3,2938,0.693,MEDIUM
2698,0.53,118.5,82,49.0,1.3,4277,0.821,LOW
2699,0.82,91.2,43,49.7,2.3,6269,0.874,LOW
2700,0.14,365.9,20,15.0,7.0,8095,0.069,HIGH
2701,0.48,294.3,18,44.6,1.5,6594,0.57,MEDIUM
2702,0.52,244.3,30,25.9,9.8,5674,0.347,HIGH
2703,0.99,599.1,37,36.3,5.1,6008,0.996,LOW
2704,0.3,142.6,34,75.7,4.4,2649,0.275,HIGH
2705,0.75,74.0,94,84.2,3.2,8221,0.964,LOW
2706,0.35,287.7,49,49.2,4.5,4452,0.523,MEDIUM
2707,0.26,560.3,43,30.8,3.4,1588,0.726,LOW
2708,0.39,408.1,44,20.7,3.8,3895,0.637,MEDIUM
2709,0.08,75.6,28,89.3,3.1,9193,0.053,HIGH
2710,0.78,57.1,80,82.7,7.6,1151,0.939,LOW
2711,0.69,603.6,82,81.8,7.7,745,0.996,LOW
2712,0.79,261.8,1,25.6,1.4,2323,0.816,LOW
2713,0.41,36.0,31,20.7,3.3,9895,0.1,HIGH
2714,0.45,104.7,42,33.2,5.2,6128,0.265,HIGH
2715,0.28,171.7,54,48.5,9.5,7431,0.16,HIGH
2716,0.95,59.3,8,92.1,2.6,5300,0.913,LOW
2717,0.67,121.5,98,23.2,2.0,568,0.922,LOW
2718,0.3,104.7,34,93.1,6.9,4469,0.216,HIGH
2719,0.69,324.5,78,79.8,6.2,2351,0.979,LOW
2720,0.15,250.5,30,70.3,9.5,7842,0.094,HIGH
2721,0.73,83.6,88,96.5,8.4,1849,0.951,LOW
2722,0.81,236.9,40,75.5,2.9,2581,0.964,LOW
2723,0.72,301.4,98,65.9,2.5,1640,0.99,LOW
2724,0.4,566.9,18,83.9,6.2,9900,0.833,LOW
2725,0.56,447.9,98,48.3,7.5,2590,0.974,LOW
2726,0.24,419.6,81,48.2,3.4,7947,0.754,LOW
2727,1.0,526.8,7,3.2,5.2,4508,0.977,LOW
2728,0.45,114.8,17,61.2,9.7,7949,0.152,HIGH
2729,0.29,256.4,60,47.6,7.3,4200,0.381,HIGH
2730,0.11,81.3,70,9.8,5.8,8028,0.04,HIGH
2731,0.88,4.9,45,90.5,7.4,7186,0.0,HIGH
2732,0.18,391.2,32,95.6,3.8,7389,0.496,MEDIUM
2733,0.71,555.4,59,92.1,6.2,7536,0.992,LOW
2734,0.47,258.7,60,53.1,5.9,7795,0.696,MEDIUM
2735,0.09,590.5,20,41.8,8.3,1166,0.296,HIGH
2736,0.86,457.0,32,74.8,4.7,6329,0.988,LOW
2737,0.19,183.5,10,24.1,8.1,4596,0.028,HIGH
2738,0.9,197.5,27,69.9,6.6,2095,0.941,LOW
2739,0.61,344.0,15,44.3,6.5,9978,0.659,MEDIUM
2740,0.29,245.5,48,13.8,4.4,3887,0.242,HIGH
2741,0.89,128.6,91,1.7,8.5,5844,0.921,LOW
2742,0.4,589.7,44,74.1,6.1,8287,0.91,LOW
2743,0.83,261.4,24,71.2,9.6,4720,0.898,LOW
2744,0.69,568.2,48,68.1,10.0,4401,0.979,LOW
2745,0.63,564.0,32,24.8,7.9,1552,0.926,LOW
2746,0.3,314.7,4,85.7,1.3,8189,0.39,HIGH
2747,0.3,352.6,90,93.6,4.6,1477,0.905,LOW
2748,0.54,339.8,9,87.7,3.3,1189,0.825,LOW
2749,0.61,397.4,57,89.7,8.8,4253,0.951,LOW
2750,0.27,330.3,55,27.9,7.1,8744,0.304,HIGH
2751,0.28,474.8,67,13.6,9.1,791,0.59,MEDIUM
2752,0.12,549.5,48,77.7,7.0,7628,0.594,MEDIUM
2753,0.62,293.4,68,29.8,2.1,3834,0.915,LOW
2754,0.54,461.2,48,39.8,7.9,4981,0.864,LOW
2755,0.01,557.5,83,73.1,6.3,1288,0.725,LOW
2756,0.34,89.5,37,54.3,5.4,7667,0.161,HIGH
2757,0.81,554.2,41,58.6,6.0,3077,0.99,LOW
2758,0.34,322.6,33,30.3,7.6,6462,0.281,HIGH
2759,0.67,314.7,22,55.2,8.5,2931,0.788,LOW
2760,0.74,406.6,46,62.8,8.1,9031,0.952,LOW
2761,0.16,244.7,85,62.1,4.9,3310,0.462,MEDIUM
2762,0.05,107.8,29,91.1,7.2,7137,0.039,HIGH
2763,0.77,354.2,80,22.9,3.9,7665,0.974,LOW
2764,0.48,408.2,22,73.1,3.7,5713,0.807,LOW
2765,0.31,161.0,15,22.0,6.6,673,0.078,HIGH
2766,0.87,3.5,38,94.0,4.2,3695,0.001,HIGH
2767,0.82,557.8,48,78.1,4.6,7798,0.995,LOW
2768,0.53,506.1,33,66.3,6.6,5828,0.904,LOW
2769,0.98,241.0,13,18.4,1.6,5298,0.931,LOW
2770,0.1,414.1,34,28.0,3.7,1001,0.223,HIGH
2771,0.2,288.7,72,71.7,5.7,2670,0.541,MEDIUM
2772,0.67,563.7,39,82.3,2.3,5278,0.989,LOW
2773,0.18,479.4,7,82.5,9.3,5734,0.291,HIGH
2774,0.28,430.4,55,20.4,8.5,9666,0.394,HIGH
2775,0.97,4.1,21,99.6,5.4,2918,0.001,HIGH
2776,0.89,261.8,50,70.5,5.7,2092,0.978,LOW
2777,0.8,560.1,20,59.4,1.1,5206,0.989,LOW
2778,0.84,376.9,18,60.4,7.9,5553,0.942,LOW
2779,0.55,252.4,11,45.8,1.1,2359,0.632,MEDIUM
2780,0.87,200.1,29,22.0,6.6,6246,0.83,LOW
2781,0.91,200.0,25,94.4,8.2,8755,0.939,LOW
2782,0.93,136.7,43,41.2,6.7,6327,0.911,LOW
2783,0.86,430.0,0,68.6,9.2,8078,0.932,LOW
2784,0.44,622.8,78,93.6,1.9,5332,0.991,LOW
2785,0.95,183.5,42,35.0,3.3,5274,0.954,LOW
2786,0.07,386.6,10,92.0,6.6,7059,0.154,HIGH
2787,0.31,363.8,57,26.4,9.0,7687,0.378,HIGH
2788,0.4,261.4,37,76.9,1.3,6196,0.679,MEDIUM
2789,0.2,542.1,29,17.5,8.4,6358,0.295,HIGH
2790,0.66,35.3,65,60.1,3.4,9416,0.745,LOW
2791,0.69,518.5,3,13.5,2.8,2105,0.898,LOW
2792,0.31,402.8,34,27.5,3.5,4272,0.48,MEDIUM
2793,0.87,446.6,99,97.5,3.3,4644,0.999,LOW
2794,0.11,169.4,92,14.1,3.0,2880,0.201,HIGH
2795,0.45,386.1,84,58.0,4.2,1592,0.936,LOW
2796,0.6,144.3,42,32.4,4.6,9410,0.536,MEDIUM
2797,1.0,446.3,19,98.5,3.2,6944,0.996,LOW
2798,0.96,4.1,24,95.7,1.7,8201,0.001,HIGH
2799,0.03,366.7,80,37.9,4.4,5413,0.306,HIGH
2800,0.29,291.6,89,63.5,3.7,5392,0.77,LOW
2801,0.02,502.0,0,22.7,7.3,2751,0.061,HIGH
2802,0.55,493.3,0,22.1,6.6,1162,0.676,MEDIUM
2803,0.24,398.0,33,19.7,4.1,9769,0.261,HIGH
2804,0.27,365.8,84,77.4,3.7,2863,0.854,LOW
2805,0.03,573.6,2,1.2,4.8,8678,0.073,HIGH
2806,0.32,359.1,65,38.7,5.7,3048,0.639,MEDIUM
2807,0.21,539.7,73,18.6,4.7,7077,0.693,MEDIUM
2808,0.62,366.0,93,58.6,4.5,7887,0.975,LOW
2809,0.79,598.6,41,14.7,5.8,7861,0.979,LOW
2810,0.73,167.0,38,82.0,4.7,3519,0.892,LOW
2811,0.47,94.8,61,63.3,3.5,6549,0.583,MEDIUM
2812,0.8,279.0,16,96.7,9.6,2010,0.923,LOW
2813,0.07,609.5,55,83.7,4.8,7620,0.721,LOW
2814,0.84,544.3,78,15.1,4.9,1825,0.995,LOW
2815,0.62,521.6,1,40.8,4.1,7351,0.855,LOW
2816,0.55,359.3,19,99.7,4.4,1379,0.889,LOW
2817,0.24,452.5,5,42.0,5.5,6931,0.245,HIGH
2818,0.54,458.5,47,25.7,6.6,9720,0.822,LOW
2819,0.99,465.7,92,88.2,1.7,5670,1.0,LOW
2820,0.37,574.0,83,4.2,6.6,9764,0.855,LOW
2821,0.44,433.5,40,69.5,2.1,9245,0.856,LOW
2822,0.87,2.9,42,94.0,2.0,8435,0.001,HIGH
2823,0.88,326.5,77,56.4,5.7,7128,0.989,LOW
2824,0.33,550.4,14,46.9,4.1,7584,0.628,MEDIUM
2825,0.67,243.5,98,92.7,8.3,2819,0.976,LOW
2826,0.27,312.7,66,90.1,5.0,8026,0.69,MEDIUM
2827,0.81,256.0,21,96.2,8.6,4576,0.924,LOW
2828,0.41,529.1,31,81.0,4.0,4136,0.9,LOW
2829,0.65,204.3,39,65.9,6.0,4531,0.804,LOW
2830,0.6,364.5,86,9.7,5.2,8776,0.906,LOW
2831,0.27,570.8,64,91.5,9.8,3030,0.89,LOW
2832,0.13,264.5,9,86.2,8.2,9242,0.074,HIGH
2833,0.11,540.4,29,57.7,6.4,3054,0.405,MEDIUM
2834,0.65,180.5,29,32.4,9.7,1064,0.516,MEDIUM
2835,0.92,1.7,45,93.1,4.5,5664,0.001,HIGH
2836,0.41,512.1,49,56.7,7.6,3402,0.853,LOW
2837,0.88,4.5,13,99.3,6.3,3748,0.0,HIGH
2838,0.27,322.3,2,68.2,6.7,2238,0.213,HIGH
2839,0.08,411.3,80,2.7,5.5,889,0.314,HIGH
2840,0.05,166.7,40,88.6,4.8,5306,0.098,HIGH
2841,0.43,184.7,77,20.6,2.7,4086,0.625,MEDIUM
2842,0.28,621.2,14,92.3,6.3,7362,0.772,LOW
2843,0.86,316.9,68,92.8,2.2,2075,0.995,LOW
2844,0.72,144.1,26,89.5,9.1,653,0.793,LOW
2845,0.74,159.5,41,56.3,7.9,7483,0.772,LOW
2846,0.67,64.6,83,54.0,3.4,2512,0.888,LOW
2847,0.59,386.3,3,73.2,7.3,7571,0.739,LOW
2848,0.84,461.6,31,5.5,2.5,723,0.971,LOW
2849,0.42,73.9,55,69.6,7.7,3560,0.362,HIGH
2850,0.89,409.3,95,98.3,4.2,8444,0.998,LOW
2851,0.69,588.7,73,57.9,8.4,1615,0.991,LOW
2852,0.64,312.9,98,40.3,1.9,6372,0.973,LOW
2853,0.88,253.1,7,9.4,3.5,2999,0.839,LOW
2854,0.5,207.9,20,6.6,4.9,1373,0.29,HIGH
2855,0.51,602.7,90,52.5,7.1,6518,0.982,LOW
2856,0.33,560.0,54,0.8,1.2,6898,0.777,LOW
2857,0.31,316.7,32,78.7,1.4,2595,0.63,MEDIUM
2858,0.33,98.2,23,3.5,2.3,6070,0.072,HIGH
2859,0.19,131.9,95,52.4,5.6,9584,0.296,HIGH
2860,0.38,301.2,26,86.0,2.4,6677,0.642,MEDIUM
2861,0.42,198.3,55,16.1,6.0,871,0.389,HIGH
2862,0.54,604.1,68,16.7,2.9,2998,0.972,LOW
2863,0.06,376.3,50,26.4,3.6,1559,0.204,HIGH
2864,0.44,48.9,93,16.6,5.0,4779,0.445,MEDIUM
2865,0.44,265.7,17,55.1,1.0,7960,0.51,MEDIUM
2866,0.13,392.4,90,97.9,8.2,6953,0.702,LOW
2867,0.22,491.3,55,71.3,8.8,3724,0.663,MEDIUM
2868,0.33,387.1,49,2.4,7.3,5744,0.352,HIGH
2869,0.41,299.0,43,31.7,1.5,5014,0.603,MEDIUM
2870,0.97,471.8,28,73.9,6.1,8494,0.992,LOW
2871,0.76,419.0,27,5.9,7.1,7813,0.858,LOW
2872,0.43,150.5,64,46.8,2.6,4195,0.598,MEDIUM
2873,0.19,289.9,24,92.3,5.8,8942,0.238,HIGH
2874,0.62,483.0,32,2.7,3.0,2929,0.882,LOW
2875,0.48,253.0,30,71.5,8.7,6381,0.525,MEDIUM
2876,0.71,143.3,34,15.8,3.5,1982,0.68,MEDIUM
2877,0.93,434.0,79,79.5,4.6,3785,0.998,LOW
2878,0.03,599.8,84,93.9,7.4,2878,0.828,LOW
2879,0.8,123.4,22,42.9,5.4,7045,0.716,LOW
2880,0.54,407.1,43,57.7,6.6,1666,0.875,LOW
2881,0.54,87.7,30,9.7,4.3,689,0.275,HIGH
2882,0.97,1.0,23,91.4,2.6,9288,0.001,HIGH
2883,0.62,177.0,86,14.8,5.4,1393,0.833,LOW
2884,0.57,204.8,66,9.4,5.6,2396,0.686,MEDIUM
2885,0.54,553.3,38,93.7,3.9,6654,0.97,LOW
2886,0.03,263.6,2,81.4,2.8,7617,0.058,HIGH
2887,0.63,421.4,5,56.3,6.5,6926,0.797,LOW
2888,0.29,162.3,57,74.9,7.3,8768,0.302,HIGH
2889,0.35,517.8,6,83.3,6.0,3750,0.708,LOW
2890,0.91,586.4,94,14.2,9.4,1619,0.997,LOW
2891,0.89,167.2,80,85.7,9.3,981,0.983,LOW
2892,0.83,628.4,51,30.6,1.8,7356,0.995,LOW
2893,0.68,394.4,7,85.6,8.3,1409,0.892,LOW
2894,0.06,116.4,28,90.6,7.3,3941,0.047,HIGH
2895,0.92,600.4,16,16.5,7.8,1666,0.982,LOW
2896,0.65,240.4,83,77.0,4.9,8001,0.953,LOW
2897,0.36,213.3,25,50.6,6.4,9485,0.209,HIGH
2898,0.35,325.3,65,18.4,4.3,1893,0.596,MEDIUM
2899,0.01,613.2,37,2.1,3.8,2770,0.256,HIGH
2900,0.74,112.7,1,15.2,5.8,869,0.397,HIGH
2901,0.36,193.9,19,80.7,3.8,3828,0.358,HIGH
2902,0.51,196.6,97,47.2,9.8,559,0.816,LOW
2903,0.77,60.7,93,15.9,1.6,2321,0.919,LOW
2904,0.13,227.7,25,23.0,6.8,8787,0.037,HIGH
2905,0.69,616.6,48,14.1,5.8,5545,0.973,LOW
2906,0.42,286.8,74,87.3,6.1,3272,0.861,LOW
2907,0.92,105.4,57,64.7,4.4,4154,0.961,LOW
2908,0.26,402.0,43,91.6,8.6,5872,0.591,MEDIUM
2909,0.35,471.5,28,49.2,8.1,2261,0.59,MEDIUM
2910,0.52,362.5,45,92.1,3.3,5107,0.925,LOW
2911,0.57,191.9,22,64.8,2.6,761,0.703,LOW
2912,0.28,139.8,72,47.3,6.8,1211,0.314,HIGH
2913,0.29,162.0,5,46.8,6.2,8457,0.064,HIGH
2914,0.7,418.8,83,26.8,3.3,5639,0.979,LOW
2915,0.31,406.7,3,94.3,7.1,9103,0.421,MEDIUM
2916,0.82,47.1,23,78.7,1.9,8153,0.835,LOW
2917,0.8,413.8,9,46.7,4.3,1458,0.944,LOW
2918,0.16,372.8,30,88.8,4.0,6633,0.392,HIGH
2919,0.92,4.9,26,94.8,6.9,7803,0.0,HIGH
2920,0.91,494.6,34,68.2,1.7,4284,0.995,LOW
2921,0.74,160.1,76,35.9,9.2,4462,0.861,LOW
2922,0.23,246.3,77,19.5,7.0,8015,0.244,HIGH
2923,0.02,66.4,38,9.2,1.3,7230,0.015,HIGH
2924,0.38,98.9,14,42.4,5.1,9513,0.095,HIGH
2925,0.8,265.6,6,1.9,9.7,901,0.598,MEDIUM
2926,0.19,120.9,99,38.5,6.3,6855,0.26,HIGH
2927,0.9,612.7,12,72.4,3.8,7621,0.994,LOW
2928,0.22,405.5,78,26.1,3.4,2798,0.645,MEDIUM
2929,0.92,220.0,19,36.4,4.2,1481,0.926,LOW
2930,0.08,392.3,14,64.5,3.1,7708,0.163,HIGH
2931,0.35,190.2,35,20.6,4.3,2418,0.222,HIGH
2932,0.09,65.7,91,67.8,5.0,7039,0.17,HIGH
2933,0.69,242.4,40,92.3,5.8,1093,0.928,LOW
2934,0.81,338.3,2,99.6,7.5,7306,0.93,LOW
2935,0.98,82.0,57,53.3,1.2,9187,0.967,LOW
2936,0.41,586.2,28,72.0,8.8,7460,0.837,LOW
2937,0.86,503.4,67,61.1,9.9,2216,0.994,LOW
2938,0.16,599.1,3,96.3,2.6,1292,0.681,MEDIUM
2939,0.95,3.6,46,92.2,2.4,3437,0.001,HIGH
2940,0.59,385.6,42,31.5,1.2,7277,0.887,LOW
2941,0.62,513.8,10,28.7,5.4,4699,0.848,LOW
2942,0.69,351.9,54,89.1,6.0,599,0.973,LOW
2943,0.7,150.6,99,46.0,9.4,522,0.926,LOW
2944,0.61,396.9,3,15.5,1.6,6151,0.698,MEDIUM
2945,0.38,34.5,94,15.4,3.1,8377,0.35,HIGH
2946,0.02,386.5,70,43.3,6.1,3922,0.259,HIGH
2947,0.91,234.7,55,39.8,5.4,3542,0.967,LOW
2948,0.48,145.4,3,89.5,9.4,533,0.298,HIGH
2949,0.76,577.1,45,42.1,3.5,5360,0.989,LOW
2950,0.35,231.3,37,51.3,5.6,5545,0.333,HIGH
2951,0.98,2.0,23,90.6,1.6,3703,0.001,HIGH
2952,0.43,119.4,35,4.9,6.3,4585,0.136,HIGH
2953,0.27,44.9,55,2.0,4.3,7142,0.064,HIGH
2954,0.0,158.7,12,61.3,3.9,2526,0.026,HIGH
2955,0.94,274.0,78,98.9,9.9,1900,0.994,LOW
2956,0.66,617.4,98,7.3,2.3,9307,0.993,LOW
2957,0.57,429.3,70,74.2,1.1,8802,0.976,LOW
2958,0.28,624.2,7,99.4,1.9,1993,0.869,LOW
2959,0.33,274.8,52,78.6,8.6,6174,0.501,MEDIUM
2960,0.56,486.8,14,39.2,2.5,869,0.879,LOW
2961,0.69,46.2,98,63.8,2.3,689,0.944,LOW
2962,0.62,38.5,4,73.7,1.1,3066,0.487,MEDIUM
2963,0.73,493.0,40,44.8,2.0,4764,0.979,LOW
2964,0.62,322.8,83,19.3,2.2,2245,0.947,LOW
2965,0.16,460.8,20,50.8,5.6,4574,0.281,HIGH
2966,0.59,628.3,22,58.5,8.9,934,0.95,LOW
2967,0.89,605.8,32,16.6,2.5,9806,0.99,LOW
2968,0.23,226.8,52,16.8,4.6,8977,0.147,HIGH
2969,0.03,142.0,48,81.7,5.9,6114,0.075,HIGH
2970,0.72,270.2,61,2.9,5.8,9195,0.829,LOW
2971,0.92,433.6,45,48.7,6.7,9379,0.985,LOW
2972,0.45,309.0,19,5.3,2.6,9724,0.318,HIGH
2973,0.33,33.8,45,12.9,5.0,6094,0.077,HIGH
2974,0.33,166.7,73,82.2,7.8,1394,0.558,MEDIUM
2975,0.62,344.4,99,57.5,5.6,2648,0.976,LOW
2976,0.2,74.0,72,13.6,8.4,8700,0.055,HIGH
2977,0.47,404.3,70,34.9,9.1,992,0.831,LOW
2978,0.57,629.4,94,32.7,1.7,5829,0.993,LOW
2979,0.62,383.4,79,76.8,7.4,9289,0.963,LOW
2980,0.82,580.1,42,46.4,3.6,834,0.994,LOW
2981,0.89,2.4,21,90.7,3.4,9446,0.0,HIGH
2982,0.58,177.0,4,86.0,5.5,2420,0.563,MEDIUM
2983,0.53,80.0,92,46.6,8.1,2261,0.692,MEDIUM
2984,0.36,366.1,61,30.6,8.7,5014,0.547,MEDIUM
2985,0.75,539.9,48,19.0,3.4,4821,0.979,LOW
2986,0.75,98.2,80,48.0,3.6,9995,0.902,LOW
2987,0.69,98.1,16,98.9,6.6,2257,0.727,LOW
2988,0.61,123.5,46,80.9,1.9,8235,0.805,LOW
2989,0.82,431.5,6,21.3,1.5,2505,0.942,LOW
2990,0.65,67.2,15,31.3,9.9,4059,0.24,HIGH
2991,0.48,579.6,93,53.8,4.7,3839,0.984,LOW
2992,0.98,310.0,69,76.0,8.0,7661,0.993,LOW
2993,0.42,465.5,68,75.3,2.9,1560,0.952,LOW
2994,0.55,346.5,63,40.8,6.6,3040,0.867,LOW
2995,0.58,237.6,69,62.1,9.5,9777,0.792,LOW
2996,0.98,2.2,40,94.6,9.8,1150,0.001,HIGH
2997,0.18,417.2,10,74.6,6.0,3601,0.286,HIGH
2998,0.55,511.9,39,73.6,4.5,928,0.958,LOW
2999,0.99,423.0,26,43.3,5.2,8953,0.984,LOW
3000,0.36,70.7,57,85.6,8.7,2309,0.344,HIGH
3001,0.86,523.8,15,6.2,8.3,7237,0.934,LOW
3002,0.13,401.7,72,48.0,1.2,9165,0.543,MEDIUM
3003,0.5,570.6,18,8.5,8.0,9036,0.669,MEDIUM
3004,0.94,106.4,20,2.9,6.5,949,0.754,LOW
3005,0.78,203.3,72,82.6,6.0,7702,0.965,LOW
3006,0.82,339.7,18,1.8,1.5,3032,0.898,LOW
3007,0.19,429.7,78,22.1,8.3,9677,0.416,MEDIUM
3008,0.56,101.1,68,67.7,8.0,5078,0.684,MEDIUM
3009,0.59,41.3,28,50.7,5.9,2047,0.369,HIGH
3010,0.61,34.0,16,59.7,3.9,3623,0.401,MEDIUM
3011,0.31,509.5,95,42.0,6.4,3319,0.904,LOW
3012,0.88,137.5,21,31.7,9.8,4477,0.713,LOW
3013,0.13,452.5,38,74.4,9.1,7513,0.313,HIGH
3014,0.91,370.6,2,46.1,2.9,2667,0.961,LOW
3015,0.8,78.9,31,73.8,2.4,7371,0.857,LOW
3016,0.03,193.3,62,4.2,4.8,4644,0.045,HIGH
3017,0.56,300.1,8,30.7,2.3,6208,0.561,MEDIUM
3018,0.12,452.6,89,90.0,3.0,8687,0.82,LOW
3019,0.93,332.7,80,3.0,2.9,4594,0.988,LOW
3020,0.62,399.4,97,83.7,5.7,4631,0.988,LOW
3021,0.38,411.8,78,65.7,9.4,8097,0.825,LOW
3022,0.08,305.1,85,63.4,3.7,8103,0.415,MEDIUM
3023,0.86,97.6,32,44.2,8.5,3547,0.784,LOW
3024,0.85,58.8,42,44.6,3.7,9341,0.823,LOW
3025,0.87,309.8,53,35.9,2.2,6037,0.976,LOW
3026,0.85,368.6,76,69.2,6.5,1676,0.993,LOW
3027,0.96,104.6,13,17.3,8.3,2917,0.726,LOW
3028,0.95,427.6,84,70.4,5.0,6352,0.998,LOW
3029,0.68,163.2,78,53.3,1.8,9568,0.922,LOW
3030,0.81,496.6,29,21.6,2.3,6303,0.973,LOW
3031,0.8,372.2,46,9.2,5.9,1442,0.938,LOW
3032,0.23,471.7,68,6.4,2.7,9287,0.57,MEDIUM
3033,0.52,583.6,19,38.2,9.2,2811,0.832,LOW
3034,0.71,371.8,13,49.3,3.0,878,0.909,LOW
3035,0.85,299.1,78,56.4,6.5,8475,0.982,LOW
3036,0.18,421.0,82,67.0,1.4,8443,0.779,LOW
3037,0.75,592.4,28,98.0,3.1,4418,0.994,LOW
3038,0.08,300.1,39,75.6,3.3,3687,0.228,HIGH
3039,0.69,622.8,47,29.3,3.2,2142,0.986,LOW
